timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1694439388827,41,HTTP Request Create Project,200,OK,Thread Group - API requests 2-94,text,true,,235,458,1,1,http://localhost/jsonrpc.php,41,0,8
1694439388869,45,HTTP Request Delete project,200,OK,Thread Group - API requests 2-94,text,true,,234,435,1,1,http://localhost/jsonrpc.php,45,0,0
1694439388926,35,HTTP Request Create Project,200,OK,Thread Group - API requests 2-95,text,true,,235,457,1,1,http://localhost/jsonrpc.php,35,0,2
1694439388963,49,HTTP Request Delete project,200,OK,Thread Group - API requests 2-95,text,true,,234,435,1,1,http://localhost/jsonrpc.php,49,0,0
1694439389086,35,HTTP Request Create Project,200,OK,Thread Group - API requests 2-96,text,true,,235,458,1,1,http://localhost/jsonrpc.php,35,0,3
1694439389123,33,HTTP Request Delete project,200,OK,Thread Group - API requests 2-96,text,true,,234,435,1,1,http://localhost/jsonrpc.php,33,0,0
1694439389176,33,HTTP Request Create Project,200,OK,Thread Group - API requests 2-97,text,true,,235,458,1,1,http://localhost/jsonrpc.php,33,0,4
1694439389210,25,HTTP Request Delete project,200,OK,Thread Group - API requests 2-97,text,true,,234,435,1,1,http://localhost/jsonrpc.php,25,0,0
1694439389276,22,HTTP Request Create Project,200,OK,Thread Group - API requests 2-98,text,true,,235,458,1,1,http://localhost/jsonrpc.php,22,0,2
1694439389300,17,HTTP Request Delete project,200,OK,Thread Group - API requests 2-98,text,true,,234,435,1,1,http://localhost/jsonrpc.php,17,0,0
1694439389378,22,HTTP Request Create Project,200,OK,Thread Group - API requests 2-99,text,true,,235,458,1,1,http://localhost/jsonrpc.php,22,0,2
1694439389401,20,HTTP Request Delete project,200,OK,Thread Group - API requests 2-99,text,true,,234,435,1,1,http://localhost/jsonrpc.php,20,0,0
1694439389478,35,HTTP Request Create Project,200,OK,Thread Group - API requests 2-100,text,true,,235,458,1,1,http://localhost/jsonrpc.php,35,0,2
1694439389514,43,HTTP Request Delete project,200,OK,Thread Group - API requests 2-100,text,true,,234,435,1,1,http://localhost/jsonrpc.php,43,0,0
